trendId,company,product,genericName,brandContext,diseaseAreas,overlapUnits,linkedPrograms,period,year,status,revenueUsdM,growthVsPrior,projectionBasis,patentSummary,patentEvents,sourceUrls
CAMZYOS,Bristol Myers Squibb,Camzyos,mavacamten,Cardiac-myosin commercial benchmark,Cardiovascular,Heart failure,,2026E,2026,projected,1458,0.3651685393258426,2026E annualizes H1 2026. The scenario uses a maturing growth curve and applies erosion at the disclosed US patent expiry.,US patent expiry is 2036; granted/pending extensions indicate 2038 in major European markets and 2039 in Japan.,2036: US LOE,https://www.sec.gov/Archives/edgar/data/14272/000001427226000004/bmy-20251231.htm | https://www.bms.com/assets/bms/us/en-us/pdf/investor-info/doc_financials/quarterly_reports/2026/ghBMY-Q2-2026-Earnings-Press-Release.pdf
CAMZYOS,Bristol Myers Squibb,Camzyos,mavacamten,Cardiac-myosin commercial benchmark,Cardiovascular,Heart failure,,2027,2027,projected,1814,0.24417009602194795,2026E annualizes H1 2026. The scenario uses a maturing growth curve and applies erosion at the disclosed US patent expiry.,US patent expiry is 2036; granted/pending extensions indicate 2038 in major European markets and 2039 in Japan.,2036: US LOE,https://www.sec.gov/Archives/edgar/data/14272/000001427226000004/bmy-20251231.htm | https://www.bms.com/assets/bms/us/en-us/pdf/investor-info/doc_financials/quarterly_reports/2026/ghBMY-Q2-2026-Earnings-Press-Release.pdf
CAMZYOS,Bristol Myers Squibb,Camzyos,mavacamten,Cardiac-myosin commercial benchmark,Cardiovascular,Heart failure,,2028,2028,projected,2141,0.18026460859977944,2026E annualizes H1 2026. The scenario uses a maturing growth curve and applies erosion at the disclosed US patent expiry.,US patent expiry is 2036; granted/pending extensions indicate 2038 in major European markets and 2039 in Japan.,2036: US LOE,https://www.sec.gov/Archives/edgar/data/14272/000001427226000004/bmy-20251231.htm | https://www.bms.com/assets/bms/us/en-us/pdf/investor-info/doc_financials/quarterly_reports/2026/ghBMY-Q2-2026-Earnings-Press-Release.pdf
CAMZYOS,Bristol Myers Squibb,Camzyos,mavacamten,Cardiac-myosin commercial benchmark,Cardiovascular,Heart failure,,2029,2029,projected,2398,0.12003736571695467,2026E annualizes H1 2026. The scenario uses a maturing growth curve and applies erosion at the disclosed US patent expiry.,US patent expiry is 2036; granted/pending extensions indicate 2038 in major European markets and 2039 in Japan.,2036: US LOE,https://www.sec.gov/Archives/edgar/data/14272/000001427226000004/bmy-20251231.htm | https://www.bms.com/assets/bms/us/en-us/pdf/investor-info/doc_financials/quarterly_reports/2026/ghBMY-Q2-2026-Earnings-Press-Release.pdf
CAMZYOS,Bristol Myers Squibb,Camzyos,mavacamten,Cardiac-myosin commercial benchmark,Cardiovascular,Heart failure,,2030,2030,projected,2590,0.08006672226855716,2026E annualizes H1 2026. The scenario uses a maturing growth curve and applies erosion at the disclosed US patent expiry.,US patent expiry is 2036; granted/pending extensions indicate 2038 in major European markets and 2039 in Japan.,2036: US LOE,https://www.sec.gov/Archives/edgar/data/14272/000001427226000004/bmy-20251231.htm | https://www.bms.com/assets/bms/us/en-us/pdf/investor-info/doc_financials/quarterly_reports/2026/ghBMY-Q2-2026-Earnings-Press-Release.pdf
CAMZYOS,Bristol Myers Squibb,Camzyos,mavacamten,Cardiac-myosin commercial benchmark,Cardiovascular,Heart failure,,2031,2031,projected,2745,0.05984555984555984,2026E annualizes H1 2026. The scenario uses a maturing growth curve and applies erosion at the disclosed US patent expiry.,US patent expiry is 2036; granted/pending extensions indicate 2038 in major European markets and 2039 in Japan.,2036: US LOE,https://www.sec.gov/Archives/edgar/data/14272/000001427226000004/bmy-20251231.htm | https://www.bms.com/assets/bms/us/en-us/pdf/investor-info/doc_financials/quarterly_reports/2026/ghBMY-Q2-2026-Earnings-Press-Release.pdf
CAMZYOS,Bristol Myers Squibb,Camzyos,mavacamten,Cardiac-myosin commercial benchmark,Cardiovascular,Heart failure,,2032,2032,projected,2855,0.04007285974499086,2026E annualizes H1 2026. The scenario uses a maturing growth curve and applies erosion at the disclosed US patent expiry.,US patent expiry is 2036; granted/pending extensions indicate 2038 in major European markets and 2039 in Japan.,2036: US LOE,https://www.sec.gov/Archives/edgar/data/14272/000001427226000004/bmy-20251231.htm | https://www.bms.com/assets/bms/us/en-us/pdf/investor-info/doc_financials/quarterly_reports/2026/ghBMY-Q2-2026-Earnings-Press-Release.pdf
CAMZYOS,Bristol Myers Squibb,Camzyos,mavacamten,Cardiac-myosin commercial benchmark,Cardiovascular,Heart failure,,2033,2033,projected,2941,0.030122591943958055,2026E annualizes H1 2026. The scenario uses a maturing growth curve and applies erosion at the disclosed US patent expiry.,US patent expiry is 2036; granted/pending extensions indicate 2038 in major European markets and 2039 in Japan.,2036: US LOE,https://www.sec.gov/Archives/edgar/data/14272/000001427226000004/bmy-20251231.htm | https://www.bms.com/assets/bms/us/en-us/pdf/investor-info/doc_financials/quarterly_reports/2026/ghBMY-Q2-2026-Earnings-Press-Release.pdf
CAMZYOS,Bristol Myers Squibb,Camzyos,mavacamten,Cardiac-myosin commercial benchmark,Cardiovascular,Heart failure,,2034,2034,projected,3029,0.029921795307718435,2026E annualizes H1 2026. The scenario uses a maturing growth curve and applies erosion at the disclosed US patent expiry.,US patent expiry is 2036; granted/pending extensions indicate 2038 in major European markets and 2039 in Japan.,2036: US LOE,https://www.sec.gov/Archives/edgar/data/14272/000001427226000004/bmy-20251231.htm | https://www.bms.com/assets/bms/us/en-us/pdf/investor-info/doc_financials/quarterly_reports/2026/ghBMY-Q2-2026-Earnings-Press-Release.pdf
CAMZYOS,Bristol Myers Squibb,Camzyos,mavacamten,Cardiac-myosin commercial benchmark,Cardiovascular,Heart failure,,2035,2035,projected,3090,0.020138659623638144,2026E annualizes H1 2026. The scenario uses a maturing growth curve and applies erosion at the disclosed US patent expiry.,US patent expiry is 2036; granted/pending extensions indicate 2038 in major European markets and 2039 in Japan.,2036: US LOE,https://www.sec.gov/Archives/edgar/data/14272/000001427226000004/bmy-20251231.htm | https://www.bms.com/assets/bms/us/en-us/pdf/investor-info/doc_financials/quarterly_reports/2026/ghBMY-Q2-2026-Earnings-Press-Release.pdf
CAMZYOS,Bristol Myers Squibb,Camzyos,mavacamten,Cardiac-myosin commercial benchmark,Cardiovascular,Heart failure,,2036,2036,projected,2472,-0.19999999999999996,2026E annualizes H1 2026. The scenario uses a maturing growth curve and applies erosion at the disclosed US patent expiry.,US patent expiry is 2036; granted/pending extensions indicate 2038 in major European markets and 2039 in Japan.,2036: US LOE,https://www.sec.gov/Archives/edgar/data/14272/000001427226000004/bmy-20251231.htm | https://www.bms.com/assets/bms/us/en-us/pdf/investor-info/doc_financials/quarterly_reports/2026/ghBMY-Q2-2026-Earnings-Press-Release.pdf
CAMZYOS,Bristol Myers Squibb,Camzyos,mavacamten,Cardiac-myosin commercial benchmark,Cardiovascular,Heart failure,,2037,2037,projected,1483,-0.40008090614886727,2026E annualizes H1 2026. The scenario uses a maturing growth curve and applies erosion at the disclosed US patent expiry.,US patent expiry is 2036; granted/pending extensions indicate 2038 in major European markets and 2039 in Japan.,2036: US LOE,https://www.sec.gov/Archives/edgar/data/14272/000001427226000004/bmy-20251231.htm | https://www.bms.com/assets/bms/us/en-us/pdf/investor-info/doc_financials/quarterly_reports/2026/ghBMY-Q2-2026-Earnings-Press-Release.pdf
REVLIMID,Bristol Myers Squibb,Revlimid,lenalidomide,Multiple-myeloma franchise benchmark,Hematology,Multiple myeloma,,2023,2023,reported,6097,,2026E annualizes H1 2026. The decline reflects unrestricted US generic entry from 31 January 2026 and existing generic competition outside the US.,US volume-limited generic licenses became unrestricted on 31 January 2026; generics are already present in Europe and Japan.,2026: Unrestricted US generics,https://www.sec.gov/Archives/edgar/data/14272/000001427226000004/bmy-20251231.htm | https://www.bms.com/assets/bms/us/en-us/pdf/investor-info/doc_financials/quarterly_reports/2026/ghBMY-Q2-2026-Earnings-Press-Release.pdf
REVLIMID,Bristol Myers Squibb,Revlimid,lenalidomide,Multiple-myeloma franchise benchmark,Hematology,Multiple myeloma,,2024,2024,reported,5773,-0.05314088896178448,2026E annualizes H1 2026. The decline reflects unrestricted US generic entry from 31 January 2026 and existing generic competition outside the US.,US volume-limited generic licenses became unrestricted on 31 January 2026; generics are already present in Europe and Japan.,2026: Unrestricted US generics,https://www.sec.gov/Archives/edgar/data/14272/000001427226000004/bmy-20251231.htm | https://www.bms.com/assets/bms/us/en-us/pdf/investor-info/doc_financials/quarterly_reports/2026/ghBMY-Q2-2026-Earnings-Press-Release.pdf
REVLIMID,Bristol Myers Squibb,Revlimid,lenalidomide,Multiple-myeloma franchise benchmark,Hematology,Multiple myeloma,,2025,2025,reported,2951,-0.48882729949766157,2026E annualizes H1 2026. The decline reflects unrestricted US generic entry from 31 January 2026 and existing generic competition outside the US.,US volume-limited generic licenses became unrestricted on 31 January 2026; generics are already present in Europe and Japan.,2026: Unrestricted US generics,https://www.sec.gov/Archives/edgar/data/14272/000001427226000004/bmy-20251231.htm | https://www.bms.com/assets/bms/us/en-us/pdf/investor-info/doc_financials/quarterly_reports/2026/ghBMY-Q2-2026-Earnings-Press-Release.pdf
REVLIMID,Bristol Myers Squibb,Revlimid,lenalidomide,Multiple-myeloma franchise benchmark,Hematology,Multiple myeloma,,2026E,2026,projected,1546,-0.47610979329041003,2026E annualizes H1 2026. The decline reflects unrestricted US generic entry from 31 January 2026 and existing generic competition outside the US.,US volume-limited generic licenses became unrestricted on 31 January 2026; generics are already present in Europe and Japan.,2026: Unrestricted US generics,https://www.sec.gov/Archives/edgar/data/14272/000001427226000004/bmy-20251231.htm | https://www.bms.com/assets/bms/us/en-us/pdf/investor-info/doc_financials/quarterly_reports/2026/ghBMY-Q2-2026-Earnings-Press-Release.pdf
REVLIMID,Bristol Myers Squibb,Revlimid,lenalidomide,Multiple-myeloma franchise benchmark,Hematology,Multiple myeloma,,2027,2027,projected,850,-0.4501940491591203,2026E annualizes H1 2026. The decline reflects unrestricted US generic entry from 31 January 2026 and existing generic competition outside the US.,US volume-limited generic licenses became unrestricted on 31 January 2026; generics are already present in Europe and Japan.,2026: Unrestricted US generics,https://www.sec.gov/Archives/edgar/data/14272/000001427226000004/bmy-20251231.htm | https://www.bms.com/assets/bms/us/en-us/pdf/investor-info/doc_financials/quarterly_reports/2026/ghBMY-Q2-2026-Earnings-Press-Release.pdf
REVLIMID,Bristol Myers Squibb,Revlimid,lenalidomide,Multiple-myeloma franchise benchmark,Hematology,Multiple myeloma,,2028,2028,projected,550,-0.3529411764705882,2026E annualizes H1 2026. The decline reflects unrestricted US generic entry from 31 January 2026 and existing generic competition outside the US.,US volume-limited generic licenses became unrestricted on 31 January 2026; generics are already present in Europe and Japan.,2026: Unrestricted US generics,https://www.sec.gov/Archives/edgar/data/14272/000001427226000004/bmy-20251231.htm | https://www.bms.com/assets/bms/us/en-us/pdf/investor-info/doc_financials/quarterly_reports/2026/ghBMY-Q2-2026-Earnings-Press-Release.pdf
REVLIMID,Bristol Myers Squibb,Revlimid,lenalidomide,Multiple-myeloma franchise benchmark,Hematology,Multiple myeloma,,2029,2029,projected,400,-0.2727272727272727,2026E annualizes H1 2026. The decline reflects unrestricted US generic entry from 31 January 2026 and existing generic competition outside the US.,US volume-limited generic licenses became unrestricted on 31 January 2026; generics are already present in Europe and Japan.,2026: Unrestricted US generics,https://www.sec.gov/Archives/edgar/data/14272/000001427226000004/bmy-20251231.htm | https://www.bms.com/assets/bms/us/en-us/pdf/investor-info/doc_financials/quarterly_reports/2026/ghBMY-Q2-2026-Earnings-Press-Release.pdf
REVLIMID,Bristol Myers Squibb,Revlimid,lenalidomide,Multiple-myeloma franchise benchmark,Hematology,Multiple myeloma,,2030,2030,projected,300,-0.25,2026E annualizes H1 2026. The decline reflects unrestricted US generic entry from 31 January 2026 and existing generic competition outside the US.,US volume-limited generic licenses became unrestricted on 31 January 2026; generics are already present in Europe and Japan.,2026: Unrestricted US generics,https://www.sec.gov/Archives/edgar/data/14272/000001427226000004/bmy-20251231.htm | https://www.bms.com/assets/bms/us/en-us/pdf/investor-info/doc_financials/quarterly_reports/2026/ghBMY-Q2-2026-Earnings-Press-Release.pdf
REVLIMID,Bristol Myers Squibb,Revlimid,lenalidomide,Multiple-myeloma franchise benchmark,Hematology,Multiple myeloma,,2031,2031,projected,250,-0.16666666666666663,2026E annualizes H1 2026. The decline reflects unrestricted US generic entry from 31 January 2026 and existing generic competition outside the US.,US volume-limited generic licenses became unrestricted on 31 January 2026; generics are already present in Europe and Japan.,2026: Unrestricted US generics,https://www.sec.gov/Archives/edgar/data/14272/000001427226000004/bmy-20251231.htm | https://www.bms.com/assets/bms/us/en-us/pdf/investor-info/doc_financials/quarterly_reports/2026/ghBMY-Q2-2026-Earnings-Press-Release.pdf
POMALYST,Bristol Myers Squibb,Pomalyst / Imnovid,pomalidomide,Multiple-myeloma franchise benchmark,Hematology,Multiple myeloma,,2023,2023,reported,3441,,2026E annualizes H1 2026. The decline reflects expected US generic entry in Q1 2026 and existing European generic competition.,Generic entry was expected in the US in Q1 2026; generics are already present in Europe and the minimum Japanese exclusivity date is 2026.,2026: US/Japan LOE,https://www.sec.gov/Archives/edgar/data/14272/000001427226000004/bmy-20251231.htm | https://www.bms.com/assets/bms/us/en-us/pdf/investor-info/doc_financials/quarterly_reports/2026/ghBMY-Q2-2026-Earnings-Press-Release.pdf
POMALYST,Bristol Myers Squibb,Pomalyst / Imnovid,pomalidomide,Multiple-myeloma franchise benchmark,Hematology,Multiple myeloma,,2024,2024,reported,3545,0.03022377215925598,2026E annualizes H1 2026. The decline reflects expected US generic entry in Q1 2026 and existing European generic competition.,Generic entry was expected in the US in Q1 2026; generics are already present in Europe and the minimum Japanese exclusivity date is 2026.,2026: US/Japan LOE,https://www.sec.gov/Archives/edgar/data/14272/000001427226000004/bmy-20251231.htm | https://www.bms.com/assets/bms/us/en-us/pdf/investor-info/doc_financials/quarterly_reports/2026/ghBMY-Q2-2026-Earnings-Press-Release.pdf
POMALYST,Bristol Myers Squibb,Pomalyst / Imnovid,pomalidomide,Multiple-myeloma franchise benchmark,Hematology,Multiple myeloma,,2025,2025,reported,2733,-0.22905500705218618,2026E annualizes H1 2026. The decline reflects expected US generic entry in Q1 2026 and existing European generic competition.,Generic entry was expected in the US in Q1 2026; generics are already present in Europe and the minimum Japanese exclusivity date is 2026.,2026: US/Japan LOE,https://www.sec.gov/Archives/edgar/data/14272/000001427226000004/bmy-20251231.htm | https://www.bms.com/assets/bms/us/en-us/pdf/investor-info/doc_financials/quarterly_reports/2026/ghBMY-Q2-2026-Earnings-Press-Release.pdf
POMALYST,Bristol Myers Squibb,Pomalyst / Imnovid,pomalidomide,Multiple-myeloma franchise benchmark,Hematology,Multiple myeloma,,2026E,2026,projected,1434,-0.4753018660812294,2026E annualizes H1 2026. The decline reflects expected US generic entry in Q1 2026 and existing European generic competition.,Generic entry was expected in the US in Q1 2026; generics are already present in Europe and the minimum Japanese exclusivity date is 2026.,2026: US/Japan LOE,https://www.sec.gov/Archives/edgar/data/14272/000001427226000004/bmy-20251231.htm | https://www.bms.com/assets/bms/us/en-us/pdf/investor-info/doc_financials/quarterly_reports/2026/ghBMY-Q2-2026-Earnings-Press-Release.pdf
POMALYST,Bristol Myers Squibb,Pomalyst / Imnovid,pomalidomide,Multiple-myeloma franchise benchmark,Hematology,Multiple myeloma,,2027,2027,projected,803,-0.4400278940027894,2026E annualizes H1 2026. The decline reflects expected US generic entry in Q1 2026 and existing European generic competition.,Generic entry was expected in the US in Q1 2026; generics are already present in Europe and the minimum Japanese exclusivity date is 2026.,2026: US/Japan LOE,https://www.sec.gov/Archives/edgar/data/14272/000001427226000004/bmy-20251231.htm | https://www.bms.com/assets/bms/us/en-us/pdf/investor-info/doc_financials/quarterly_reports/2026/ghBMY-Q2-2026-Earnings-Press-Release.pdf
POMALYST,Bristol Myers Squibb,Pomalyst / Imnovid,pomalidomide,Multiple-myeloma franchise benchmark,Hematology,Multiple myeloma,,2028,2028,projected,506,-0.36986301369863017,2026E annualizes H1 2026. The decline reflects expected US generic entry in Q1 2026 and existing European generic competition.,Generic entry was expected in the US in Q1 2026; generics are already present in Europe and the minimum Japanese exclusivity date is 2026.,2026: US/Japan LOE,https://www.sec.gov/Archives/edgar/data/14272/000001427226000004/bmy-20251231.htm | https://www.bms.com/assets/bms/us/en-us/pdf/investor-info/doc_financials/quarterly_reports/2026/ghBMY-Q2-2026-Earnings-Press-Release.pdf
POMALYST,Bristol Myers Squibb,Pomalyst / Imnovid,pomalidomide,Multiple-myeloma franchise benchmark,Hematology,Multiple myeloma,,2029,2029,projected,380,-0.2490118577075099,2026E annualizes H1 2026. The decline reflects expected US generic entry in Q1 2026 and existing European generic competition.,Generic entry was expected in the US in Q1 2026; generics are already present in Europe and the minimum Japanese exclusivity date is 2026.,2026: US/Japan LOE,https://www.sec.gov/Archives/edgar/data/14272/000001427226000004/bmy-20251231.htm | https://www.bms.com/assets/bms/us/en-us/pdf/investor-info/doc_financials/quarterly_reports/2026/ghBMY-Q2-2026-Earnings-Press-Release.pdf
POMALYST,Bristol Myers Squibb,Pomalyst / Imnovid,pomalidomide,Multiple-myeloma franchise benchmark,Hematology,Multiple myeloma,,2030,2030,projected,304,-0.19999999999999996,2026E annualizes H1 2026. The decline reflects expected US generic entry in Q1 2026 and existing European generic competition.,Generic entry was expected in the US in Q1 2026; generics are already present in Europe and the minimum Japanese exclusivity date is 2026.,2026: US/Japan LOE,https://www.sec.gov/Archives/edgar/data/14272/000001427226000004/bmy-20251231.htm | https://www.bms.com/assets/bms/us/en-us/pdf/investor-info/doc_financials/quarterly_reports/2026/ghBMY-Q2-2026-Earnings-Press-Release.pdf
POMALYST,Bristol Myers Squibb,Pomalyst / Imnovid,pomalidomide,Multiple-myeloma franchise benchmark,Hematology,Multiple myeloma,,2031,2031,projected,258,-0.15131578947368418,2026E annualizes H1 2026. The decline reflects expected US generic entry in Q1 2026 and existing European generic competition.,Generic entry was expected in the US in Q1 2026; generics are already present in Europe and the minimum Japanese exclusivity date is 2026.,2026: US/Japan LOE,https://www.sec.gov/Archives/edgar/data/14272/000001427226000004/bmy-20251231.htm | https://www.bms.com/assets/bms/us/en-us/pdf/investor-info/doc_financials/quarterly_reports/2026/ghBMY-Q2-2026-Earnings-Press-Release.pdf
